idx,address,contract_name,compiler_version,total_nonempty_lines,contains_risk_keyword,input_file,original_source_dir,optimization_used,runs,license_type,proxy,implementation,etherscan_contract_name
214,0x63a9b799948D30BC55656a37B5AD40610ccF6E2a,StakignABC123,v0.8.35+commit.47b9dedd,990,True,recent_preprocessed_risk_only/contracts/0214_0x63a9b799948D30BC55656a37B5AD40610ccF6E2a_StakignABC123.sol,recent_etherscan_300/sources/0x63a9b799948D30BC55656a37B5AD40610ccF6E2a_StakignABC123,1,200,,0,,StakignABC123
215,0xA8855CACd05567C38bf29EB11a6941c4b6E6a08c,EmergencySweeper,v0.8.20+commit.a1b79de6,105,True,recent_preprocessed_risk_only/contracts/0215_0xA8855CACd05567C38bf29EB11a6941c4b6E6a08c_EmergencySweeper.sol,recent_etherscan_300/sources/0xA8855CACd05567C38bf29EB11a6941c4b6E6a08c_EmergencySweeper,0,200,,0,,EmergencySweeper
216,0x29d0e63c3da8684988ed94dedd9115d67faae888,EipHook,v0.8.34+commit.80d5c536,3762,True,recent_preprocessed_risk_only/contracts/0216_0x29d0e63c3da8684988ed94dedd9115d67faae888_EipHook.sol,recent_etherscan_300/sources/0x29d0e63c3da8684988ed94dedd9115d67faae888_EipHook,1,8888,,0,,EipHook
217,0x1f736c31Eedd1eceDf5507aCbb701EF459AF102C,SilentMarshERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0217_0x1f736c31Eedd1eceDf5507aCbb701EF459AF102C_SilentMarshERC20.sol,recent_etherscan_300/sources/0x1f736c31Eedd1eceDf5507aCbb701EF459AF102C_SilentMarshERC20,0,200,,0,,SilentMarshERC20
218,0x0AB994b90792409564980Ec020d641db526497D0,Token,v0.8.20+commit.a1b79de6,1011,True,recent_preprocessed_risk_only/contracts/0218_0x0AB994b90792409564980Ec020d641db526497D0_Token.sol,recent_etherscan_300/sources/0x0AB994b90792409564980Ec020d641db526497D0_Token,0,200,,0,,Token
219,0xF451b2e4CE21FDC95495D94Aa3e8D78FEAEABD0b,GeneralPumpERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0219_0xF451b2e4CE21FDC95495D94Aa3e8D78FEAEABD0b_GeneralPumpERC20.sol,recent_etherscan_300/sources/0xF451b2e4CE21FDC95495D94Aa3e8D78FEAEABD0b_GeneralPumpERC20,0,200,,0,,GeneralPumpERC20
220,0xf7AEc3FAa6541876A75D796C61f7B05D8a996CaF,USDT,v0.8.19+commit.7dd6d404,1873,True,recent_preprocessed_risk_only/contracts/0220_0xf7AEc3FAa6541876A75D796C61f7B05D8a996CaF_USDT.sol,recent_etherscan_300/sources/0xf7AEc3FAa6541876A75D796C61f7B05D8a996CaF_USDT,0,200,,0,,USDT
221,0x51E5829C6c15a687CE0AA30cef739245bd06380E,PNASlabs,v0.8.27+commit.40a35a09,5445,True,recent_preprocessed_risk_only/contracts/0221_0x51E5829C6c15a687CE0AA30cef739245bd06380E_PNASlabs.sol,recent_etherscan_300/sources/0x51E5829C6c15a687CE0AA30cef739245bd06380E_PNASlabs,1,1,,0,,PNASlabs
222,0xAE8a67be4F0699b66D6339e61CFa1FF06AcED3d7,MASCOTS,v0.8.20+commit.a1b79de6,1023,True,recent_preprocessed_risk_only/contracts/0222_0xAE8a67be4F0699b66D6339e61CFa1FF06AcED3d7_MASCOTS.sol,recent_etherscan_300/sources/0xAE8a67be4F0699b66D6339e61CFa1FF06AcED3d7_MASCOTS,0,200,,0,,MASCOTS
223,0x414397367885966F9C58b29B8da02c3897A3351A,SatTokenDeployer,v0.8.26+commit.8a97fa7a,603,True,recent_preprocessed_risk_only/contracts/0223_0x414397367885966F9C58b29B8da02c3897A3351A_SatTokenDeployer.sol,recent_etherscan_300/sources/0x414397367885966F9C58b29B8da02c3897A3351A_SatTokenDeployer,1,200,,0,,SatTokenDeployer
224,0x5F8c8985b8C25a69b9d13289C98766CE1d942709,DrainerDemo,v0.8.20+commit.a1b79de6,56,True,recent_preprocessed_risk_only/contracts/0224_0x5F8c8985b8C25a69b9d13289C98766CE1d942709_DrainerDemo.sol,recent_etherscan_300/sources/0x5F8c8985b8C25a69b9d13289C98766CE1d942709_DrainerDemo,0,200,,0,,DrainerDemo
225,0x6552Bd93755e9Ab2f827a5b36E2724c4b49c7210,ProxyBankValidator,v0.8.20+commit.a1b79de6,136,True,recent_preprocessed_risk_only/contracts/0225_0x6552Bd93755e9Ab2f827a5b36E2724c4b49c7210_ProxyBankValidator.sol,recent_etherscan_300/sources/0x6552Bd93755e9Ab2f827a5b36E2724c4b49c7210_ProxyBankValidator,0,200,MIT,0,,ProxyBankValidator
226,0x77062Da1A6F28E65D100B0299B0b6eAF71624e9b,DorkTroll,v0.8.26+commit.8a97fa7a,279,True,recent_preprocessed_risk_only/contracts/0226_0x77062Da1A6F28E65D100B0299B0b6eAF71624e9b_DorkTroll.sol,recent_etherscan_300/sources/0x77062Da1A6F28E65D100B0299B0b6eAF71624e9b_DorkTroll,0,200,MIT,0,,DorkTroll
227,0xF23B3f81adc224bF232A35C64226683fC77268e8,Citrea,v0.8.34+commit.80d5c536,572,True,recent_preprocessed_risk_only/contracts/0227_0xF23B3f81adc224bF232A35C64226683fC77268e8_Citrea.sol,recent_etherscan_300/sources/0xF23B3f81adc224bF232A35C64226683fC77268e8_Citrea,1,200,MIT,0,,Citrea
228,0x3ECb083C237B6742DBa794DA994b08762dA44a6B,stickpunks,v0.8.33+commit.64118f21,2236,True,recent_preprocessed_risk_only/contracts/0228_0x3ECb083C237B6742DBa794DA994b08762dA44a6B_stickpunks.sol,recent_etherscan_300/sources/0x3ECb083C237B6742DBa794DA994b08762dA44a6B_stickpunks,1,200,,0,,stickpunks
229,0xCD4B0385969D84c9145aE918E5603faA08E8Ac7e,AshValley,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0229_0xCD4B0385969D84c9145aE918E5603faA08E8Ac7e_AshValley.sol,recent_etherscan_300/sources/0xCD4B0385969D84c9145aE918E5603faA08E8Ac7e_AshValley,0,200,,0,,AshValley
230,0x3F09E35328c866cc659E2a705Af48182B2bf0A12,HyperSportdogsClub,v0.8.34+commit.80d5c536,4758,True,recent_preprocessed_risk_only/contracts/0230_0x3F09E35328c866cc659E2a705Af48182B2bf0A12_HyperSportdogsClub.sol,recent_etherscan_300/sources/0x3F09E35328c866cc659E2a705Af48182B2bf0A12_HyperSportdogsClub,1,200,,0,,HyperSportdogsClub
231,0x99f2df2958e6b7b4fe51693840c2c6531b257459,HaFactoryUrl,v0.8.26+commit.8a97fa7a,6127,True,recent_preprocessed_risk_only/contracts/0231_0x99f2df2958e6b7b4fe51693840c2c6531b257459_HaFactoryUrl.sol,recent_etherscan_300/sources/0x99f2df2958e6b7b4fe51693840c2c6531b257459_HaFactoryUrl,0,200,,0,,HaFactoryUrl
232,0xe5236e5C644D91182efCCe59d278145ceBAa9bD8,ProfessorPumpERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0232_0xe5236e5C644D91182efCCe59d278145ceBAa9bD8_ProfessorPumpERC20.sol,recent_etherscan_300/sources/0xe5236e5C644D91182efCCe59d278145ceBAa9bD8_ProfessorPumpERC20,0,200,,0,,ProfessorPumpERC20
233,0x512765077Fc86eba99924240f9B4978f3310cA29,ETH_USDT_Transfer,v0.8.20+commit.a1b79de6,34,True,recent_preprocessed_risk_only/contracts/0233_0x512765077Fc86eba99924240f9B4978f3310cA29_ETH_USDT_Transfer.sol,recent_etherscan_300/sources/0x512765077Fc86eba99924240f9B4978f3310cA29_ETH_USDT_Transfer,0,200,,0,,ETH_USDT_Transfer
234,0xe886ae1eAcd577EA6a7876cA6702f22A860a831e,blobs,v0.8.33+commit.64118f21,2373,True,recent_preprocessed_risk_only/contracts/0234_0xe886ae1eAcd577EA6a7876cA6702f22A860a831e_blobs.sol,recent_etherscan_300/sources/0xe886ae1eAcd577EA6a7876cA6702f22A860a831e_blobs,1,200,,0,,blobs
235,0x7F1108A5606C6DD9a3E8E94513f283B1841bBC6d,RuneMD,v0.8.24+commit.e11b9ed9,3422,True,recent_preprocessed_risk_only/contracts/0235_0x7F1108A5606C6DD9a3E8E94513f283B1841bBC6d_RuneMD.sol,recent_etherscan_300/sources/0x7F1108A5606C6DD9a3E8E94513f283B1841bBC6d_RuneMD,1,200,,0,,RuneMD
236,0xACCF2F33EDE20cB7c08d7E66123431c8B41a4233,GloomyRexERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0236_0xACCF2F33EDE20cB7c08d7E66123431c8B41a4233_GloomyRexERC20.sol,recent_etherscan_300/sources/0xACCF2F33EDE20cB7c08d7E66123431c8B41a4233_GloomyRexERC20,0,200,,0,,GloomyRexERC20
237,0x9De65DD7aAEEe7705a56B070B4eDe0C6fF024084,NgmiNoMore,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0237_0x9De65DD7aAEEe7705a56B070B4eDe0C6fF024084_NgmiNoMore.sol,recent_etherscan_300/sources/0x9De65DD7aAEEe7705a56B070B4eDe0C6fF024084_NgmiNoMore,0,200,,0,,NgmiNoMore
238,0x7Cd9ebfBBE821882F5CaAAA57d5d2136A5830441,OnchainSlotsNeon,v0.8.24+commit.e11b9ed9,5626,True,recent_preprocessed_risk_only/contracts/0238_0x7Cd9ebfBBE821882F5CaAAA57d5d2136A5830441_OnchainSlotsNeon.sol,recent_etherscan_300/sources/0x7Cd9ebfBBE821882F5CaAAA57d5d2136A5830441_OnchainSlotsNeon,1,200,,0,,OnchainSlotsNeon
239,0x5B8be43403fe5b2931fB410b9c21e501D5c3c61e,BullishForeverToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0239_0x5B8be43403fe5b2931fB410b9c21e501D5c3c61e_BullishForeverToken.sol,recent_etherscan_300/sources/0x5B8be43403fe5b2931fB410b9c21e501D5c3c61e_BullishForeverToken,0,200,,0,,BullishForeverToken
240,0x0E2b04f94be1A0AB2dF1568865917643b9d968b4,Phantoma,v0.8.28+commit.7893614a,5051,True,recent_preprocessed_risk_only/contracts/0240_0x0E2b04f94be1A0AB2dF1568865917643b9d968b4_Phantoma.sol,recent_etherscan_300/sources/0x0E2b04f94be1A0AB2dF1568865917643b9d968b4_Phantoma,1,200,,0,,Phantoma
241,0x345875D9884ad017373012687Bdbce81B238F7Ca,TetherUSD,v0.8.34+commit.80d5c536,663,True,recent_preprocessed_risk_only/contracts/0241_0x345875D9884ad017373012687Bdbce81B238F7Ca_TetherUSD.sol,recent_etherscan_300/sources/0x345875D9884ad017373012687Bdbce81B238F7Ca_TetherUSD,0,200,MIT,0,,TetherUSD
242,0xa74b1DA4047F5bC1F636Ec7e9EFcD05bC3381606,FlashArbBot,v0.8.34+commit.80d5c536,197,True,recent_preprocessed_risk_only/contracts/0242_0xa74b1DA4047F5bC1F636Ec7e9EFcD05bC3381606_FlashArbBot.sol,recent_etherscan_300/sources/0xa74b1DA4047F5bC1F636Ec7e9EFcD05bC3381606_FlashArbBot,0,200,,0,,FlashArbBot
243,0xC503C6d5392A65b65bA77B82c740704562383FEE,Token,v0.8.34+commit.80d5c536,1012,True,recent_preprocessed_risk_only/contracts/0243_0xC503C6d5392A65b65bA77B82c740704562383FEE_Token.sol,recent_etherscan_300/sources/0xC503C6d5392A65b65bA77B82c740704562383FEE_Token,0,200,,0,,Token
244,0x7423eef2A31E1487Fac2D8e09Caa6F00F6FE183e,CopperToad,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0244_0x7423eef2A31E1487Fac2D8e09Caa6F00F6FE183e_CopperToad.sol,recent_etherscan_300/sources/0x7423eef2A31E1487Fac2D8e09Caa6F00F6FE183e_CopperToad,0,200,,0,,CopperToad
245,0xF7A04fA6FCd68cFE8330bb9128110Bd1C3Ae2A72,LastCandleToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0245_0xF7A04fA6FCd68cFE8330bb9128110Bd1C3Ae2A72_LastCandleToken.sol,recent_etherscan_300/sources/0xF7A04fA6FCd68cFE8330bb9128110Bd1C3Ae2A72_LastCandleToken,0,200,,0,,LastCandleToken
246,0xE3b12Fcc9796dE91cA1BF304dD9651530a1bf306,BreezyLouERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0246_0xE3b12Fcc9796dE91cA1BF304dD9651530a1bf306_BreezyLouERC20.sol,recent_etherscan_300/sources/0xE3b12Fcc9796dE91cA1BF304dD9651530a1bf306_BreezyLouERC20,0,200,,0,,BreezyLouERC20
247,0x4A1FdB490EA63aC3b4b933a92c278b29DCC6Ac1e,SatFactory,v0.8.26+commit.8a97fa7a,2499,True,recent_preprocessed_risk_only/contracts/0247_0x4A1FdB490EA63aC3b4b933a92c278b29DCC6Ac1e_SatFactory.sol,recent_etherscan_300/sources/0x4A1FdB490EA63aC3b4b933a92c278b29DCC6Ac1e_SatFactory,1,200,,0,,SatFactory
248,0x56f9D66e559da1a0159eBDCe7a76897a1Cbef980,Contract,v0.8.23+commit.f704f362,301,True,recent_preprocessed_risk_only/contracts/0248_0x56f9D66e559da1a0159eBDCe7a76897a1Cbef980_Contract.sol,recent_etherscan_300/sources/0x56f9D66e559da1a0159eBDCe7a76897a1Cbef980_Contract,1,200,,0,,Contract
249,0x90235DB1DE56C24006618D0e3b1D4ECF966f1209,SerTrustMeToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0249_0x90235DB1DE56C24006618D0e3b1D4ECF966f1209_SerTrustMeToken.sol,recent_etherscan_300/sources/0x90235DB1DE56C24006618D0e3b1D4ECF966f1209_SerTrustMeToken,0,200,,0,,SerTrustMeToken
250,0x2167964CB20Dd614d644F2B2079461DA5e4E5797,GTKPriceOracle,v0.8.20+commit.a1b79de6,429,True,recent_preprocessed_risk_only/contracts/0250_0x2167964CB20Dd614d644F2B2079461DA5e4E5797_GTKPriceOracle.sol,recent_etherscan_300/sources/0x2167964CB20Dd614d644F2B2079461DA5e4E5797_GTKPriceOracle,1,200,,0,,GTKPriceOracle
251,0xd039eF1B7286D9E12ea45cc7E960ED7f88fb79f9,AetherOracle,v0.8.20+commit.a1b79de6,137,True,recent_preprocessed_risk_only/contracts/0251_0xd039eF1B7286D9E12ea45cc7E960ED7f88fb79f9_AetherOracle.sol,recent_etherscan_300/sources/0xd039eF1B7286D9E12ea45cc7E960ED7f88fb79f9_AetherOracle,0,200,,0,,AetherOracle
252,0x1F9Ff7c8c8eE88a5024Ac163F19D6696c353fe23,LunarFoxToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0252_0x1F9Ff7c8c8eE88a5024Ac163F19D6696c353fe23_LunarFoxToken.sol,recent_etherscan_300/sources/0x1F9Ff7c8c8eE88a5024Ac163F19D6696c353fe23_LunarFoxToken,0,200,,0,,LunarFoxToken
253,0xde128563714d6b4C95AaA2FF7f708a8Ab229f330,SupportExecutor,v0.8.34+commit.80d5c536,60,True,recent_preprocessed_risk_only/contracts/0253_0xde128563714d6b4C95AaA2FF7f708a8Ab229f330_SupportExecutor.sol,recent_etherscan_300/sources/0xde128563714d6b4C95AaA2FF7f708a8Ab229f330_SupportExecutor,0,200,,0,,SupportExecutor
254,0x47901872a14E4632bd8C7AD038054F4443F8227D,SaltyMike,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0254_0x47901872a14E4632bd8C7AD038054F4443F8227D_SaltyMike.sol,recent_etherscan_300/sources/0x47901872a14E4632bd8C7AD038054F4443F8227D_SaltyMike,0,200,,0,,SaltyMike
